year,region,population,fertility_rate,mortality_rate,migration_net,urbanization_rate,gdp_contribution,employment_agriculture,employment_industry,employment_services,age_0_14,age_15_64,age_65_plus,risk_score,category,indicator_name,value,unit
2027,Hadjer-Lamis,806619,5.98,11.513745395910403,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5430943026610396,population,Regional Population,806619,Habitants
2027,Moyen-Chari,798947,5.85,12.821685297874414,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.46734079790078165,population,Regional Population,798947,Habitants
2027,Mandoul,792630,5.93,11.517650713228342,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.33424380371997575,population,Regional Population,792630,Habitants
2027,Tandjilé,809033,5.57,11.220734009643914,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.381143626616215,population,Regional Population,809033,Habitants
2027,Ouaddaï,809646,5.97,11.306522050975527,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5826150102369162,population,Regional Population,809646,Habitants
2027,Guéra,769387,5.58,12.462447593256714,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5694382231544162,population,Regional Population,769387,Habitants
2027,Batha,794118,6.38,12.973223695637763,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.3087987657806965,population,Regional Population,794118,Habitants
2027,Salamat,796563,6.42,11.077834438293355,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.37512314514876327,population,Regional Population,796563,Habitants
2027,Kanem,823398,6.01,12.795163685247925,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.31932785941765907,population,Regional Population,823398,Habitants
2027,Barh El Gazel,842324,6.21,12.660634701892734,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.35334594727391505,population,Regional Population,842324,Habitants
2027,Lac,778153,5.59,11.208676475363935,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5975198787960664,population,Regional Population,778153,Habitants
2027,Wadi Fira,821426,6.46,11.76318933968917,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5846875880380532,population,Regional Population,821426,Habitants
2027,Borkou,783291,6.49,11.130067452938482,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.3419033420450703,population,Regional Population,783291,Habitants
2027,Ennedi,816360,6.11,11.985991663594321,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.30228217128869916,population,Regional Population,816360,Habitants
2027,Tibesti,844095,5.84,12.445996432631748,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5187439378230219,population,Regional Population,844095,Habitants
2027,Sila,807175,5.76,11.02460397650338,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.5842307249708307,population,Regional Population,807175,Habitants
2028,National,20521675,5.6,12.0,10000,27.0,14621,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,20521675,Habitants
2028,N'Djamena,2967555,5.9,11.70181913047851,5000,85.0,798,10.0,25.0,65.0,48.0,49.0,3.0,0.30884306044610926,population,Regional Population,2967555,Habitants
2028,Logone Occidental,863773,6.38,12.00544403061977,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.38045153105888463,population,Regional Population,863773,Habitants
2028,Logone Oriental,869066,6.17,11.251652405405048,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.4376392189845264,population,Regional Population,869066,Habitants
2028,Mayo-Kebbi Est,815990,5.53,12.74401254210838,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.3510693585780292,population,Regional Population,815990,Habitants
2028,Mayo-Kebbi Ouest,860540,5.52,11.925767944165928,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.46351669566553066,population,Regional Population,860540,Habitants
2028,Chari-Baguirmi,804679,6.13,11.723466283581171,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.39759405052962365,population,Regional Population,804679,Habitants
2028,Hadjer-Lamis,826919,6.11,11.817864752927777,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.46687325159218546,population,Regional Population,826919,Habitants
2028,Moyen-Chari,832367,6.11,12.97642815782976,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.35062041450130343,population,Regional Population,832367,Habitants
2028,Mandoul,871064,5.67,11.417368440446552,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.30343851437832897,population,Regional Population,871064,Habitants
2028,Tandjilé,790359,5.89,12.205070436496964,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.30173077296562534,population,Regional Population,790359,Habitants
2028,Ouaddaï,830985,5.93,12.161519532101305,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.3199891494822461,population,Regional Population,830985,Habitants
2028,Guéra,819648,6.1,11.691783411844742,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.42572328916816027,population,Regional Population,819648,Habitants
2028,Batha,800578,6.44,12.627134699494201,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.588832709861359,population,Regional Population,800578,Habitants
2028,Salamat,851390,5.98,12.458368818703358,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.34504110127488924,population,Regional Population,851390,Habitants
2028,Kanem,809066,6.46,12.193673843967968,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.32943183486001876,population,Regional Population,809066,Habitants
2028,Barh El Gazel,815176,5.66,12.945747288545526,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.407525279429842,population,Regional Population,815176,Habitants
2028,Lac,867417,6.0,12.951537540229447,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.54963407828725,population,Regional Population,867417,Habitants
2028,Wadi Fira,816379,5.69,11.481927675511551,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.5726199746976145,population,Regional Population,816379,Habitants
2028,Borkou,854948,6.04,11.5045943784171,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.5551556140452074,population,Regional Population,854948,Habitants
2028,Ennedi,795848,5.78,12.435538355170314,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.3498939245431909,population,Regional Population,795848,Habitants
2028,Tibesti,829737,6.43,11.903610046702322,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.43569707658039425,population,Regional Population,829737,Habitants
2028,Sila,855899,6.22,11.274021049436538,500,20.0,532,80.0,5.0,15.0,48.0,49.0,3.0,0.31626000244948016,population,Regional Population,855899,Habitants
2029,National,21137326,5.55,12.0,10000,27.5,14986,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,21137326,Habitants
2029,N'Djamena,3248161,6.04,12.423925527774704,5000,85.0,817,10.0,25.0,65.0,48.0,49.0,3.0,0.3028559179322931,population,Regional Population,3248161,Habitants
2029,Logone Occidental,838101,6.11,12.509071202808217,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5908687550926539,population,Regional Population,838101,Habitants
2029,Logone Oriental,883465,5.75,11.537366702654735,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5956762583106134,population,Regional Population,883465,Habitants
2029,Mayo-Kebbi Est,867391,5.54,12.720080575298132,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.3776626211566357,population,Regional Population,867391,Habitants
2029,Mayo-Kebbi Ouest,896889,6.16,12.252247293801025,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.40025400669479927,population,Regional Population,896889,Habitants
2029,Chari-Baguirmi,869995,5.75,11.08782829654169,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.47609856003924167,population,Regional Population,869995,Habitants
2029,Hadjer-Lamis,845108,6.01,12.84459249002897,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.46723366343410544,population,Regional Population,845108,Habitants
2029,Moyen-Chari,894765,6.09,11.247730566914282,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5765350507194094,population,Regional Population,894765,Habitants
2029,Mandoul,893797,6.43,12.670065363560276,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.4267648876596971,population,Regional Population,893797,Habitants
2029,Tandjilé,815250,5.52,12.559278850883185,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5660188836065356,population,Regional Population,815250,Habitants
2029,Ouaddaï,835310,5.77,11.238289463632373,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.3068009160100763,population,Regional Population,835310,Habitants
2029,Guéra,879148,6.04,11.906482232790536,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5147354657467735,population,Regional Population,879148,Habitants
2029,Batha,848581,6.43,11.590133057782266,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5017231932753236,population,Regional Population,848581,Habitants
2029,Salamat,877198,5.96,12.314217514116514,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5503086836929736,population,Regional Population,877198,Habitants
2029,Kanem,831035,6.09,12.599355910716426,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.5298663742121464,population,Regional Population,831035,Habitants
2029,Barh El Gazel,825703,6.08,11.276437841258305,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.4034864471490899,population,Regional Population,825703,Habitants
2029,Lac,818845,5.74,12.605930684809797,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.32514054799951403,population,Regional Population,818845,Habitants
2029,Wadi Fira,846491,5.92,12.095790352207814,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.3175492712434634,population,Regional Population,846491,Habitants
2029,Borkou,856513,6.14,12.830209061232667,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.34864037830827505,population,Regional Population,856513,Habitants
2029,Ennedi,874706,6.29,12.4687341184363,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.46036245632349887,population,Regional Population,874706,Habitants
2029,Tibesti,821021,5.54,11.893650003958236,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.38832993539260646,population,Regional Population,821021,Habitants
2029,Sila,848013,6.05,11.4118979835131,500,20.0,545,80.0,5.0,15.0,48.0,49.0,3.0,0.43893420177884074,population,Regional Population,848013,Habitants
2030,National,21771445,5.5,12.0,10000,28.0,15361,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,21771445,Habitants
2030,N'Djamena,3158013,5.66,12.197794416763335,5000,85.0,838,10.0,25.0,65.0,48.0,49.0,3.0,0.46755809909166857,population,Regional Population,3158013,Habitants
2030,Logone Occidental,844874,5.98,11.667668996094203,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.5728854618739336,population,Regional Population,844874,Habitants
2030,Logone Oriental,890415,6.45,12.970732259846,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.44681391683817373,population,Regional Population,890415,Habitants
2030,Mayo-Kebbi Est,844016,5.95,12.26883537598578,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.3464567544164791,population,Regional Population,844016,Habitants
2030,Mayo-Kebbi Ouest,839639,5.67,12.568221298812887,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.4251217138463898,population,Regional Population,839639,Habitants
2030,Chari-Baguirmi,905028,6.42,11.58833385869999,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.5967857412877788,population,Regional Population,905028,Habitants
2030,Hadjer-Lamis,904063,6.09,11.091587281455023,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.5551032006680853,population,Regional Population,904063,Habitants
2030,Moyen-Chari,883734,6.19,11.925607330223666,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.3672721488090799,population,Regional Population,883734,Habitants
2030,Mandoul,843772,6.27,11.81449288020392,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.38469358682896704,population,Regional Population,843772,Habitants
2030,Tandjilé,846437,5.86,12.097857575602664,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.379617913948703,population,Regional Population,846437,Habitants
2030,Ouaddaï,873891,6.42,12.897007018404643,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.34499004188062504,population,Regional Population,873891,Habitants
2030,Guéra,916632,6.02,11.946599394040641,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.43125497303130866,population,Regional Population,916632,Habitants
2030,Batha,920828,6.06,12.656634001050564,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.3515396938035212,population,Regional Population,920828,Habitants
2030,Salamat,885223,5.97,12.620769504722949,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.3695534333699394,population,Regional Population,885223,Habitants
2030,Kanem,903228,6.26,11.418845360796158,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.33603058666741925,population,Regional Population,903228,Habitants
2030,Barh El Gazel,921948,5.75,11.207093886478019,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.542302869698613,population,Regional Population,921948,Habitants
2030,Lac,868011,5.86,11.474300551667103,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.3301699753032512,population,Regional Population,868011,Habitants
2030,Wadi Fira,850835,6.22,12.49694586788979,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.33239536206028086,population,Regional Population,850835,Habitants
2030,Borkou,870452,6.22,11.046980881212503,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.5130269429831261,population,Regional Population,870452,Habitants
2030,Ennedi,906115,6.0,12.882738558619465,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.4085525527895634,population,Regional Population,906115,Habitants
2030,Tibesti,859408,5.52,11.517091999815783,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.5112300378397967,population,Regional Population,859408,Habitants
2030,Sila,879111,6.32,11.619255191799018,500,20.0,559,80.0,5.0,15.0,48.0,49.0,3.0,0.4377250976927497,population,Regional Population,879111,Habitants
