year,region,population,fertility_rate,mortality_rate,migration_net,urbanization_rate,gdp_contribution,employment_agriculture,employment_industry,employment_services,age_0_14,age_15_64,age_65_plus,risk_score,category,indicator_name,value,unit
2024,Salamat,528784.0,5.88,10.76,-8742.0,0.347,3557.37,60.7,11.9,27.5,41.7,55.0,3.3,68.0,Stable,,,
2025,Salamat,541846.0,5.77,10.08,6368.0,0.348,3020.35,43.0,20.0,36.9,45.3,50.2,4.5,56.0,Crisis,,,
2026,Salamat,564859.0,5.65,10.39,-5733.0,0.36,4823.69,51.5,27.7,20.8,40.3,56.5,3.2,51.0,Stable,,,
2027,Salamat,582164.0,5.62,10.62,2804.0,0.369,669.08,68.7,5.0,26.3,48.9,47.3,3.8,73.0,Crisis,,,
2028,Salamat,596902.0,5.45,10.31,-10194.0,0.381,2754.35,62.9,0.5,36.7,44.4,52.7,2.9,32.0,Vulnerable,,,
2029,Salamat,613086.0,5.55,9.84,-5573.0,0.394,4170.37,56.3,20.4,23.3,45.8,49.2,5.0,13.0,Vulnerable,,,
2030,Salamat,625570.0,5.47,10.22,9791.0,0.394,2036.17,41.2,29.3,29.5,45.4,51.9,2.7,64.0,Developing,,,
2010,Guéra,988140.0,6.43,12.02,-1808.0,0.21,268.86,69.1,0.0,39.0,45.1,52.6,2.3,52.0,Vulnerable,,,
2011,Guéra,1008203.0,6.58,11.72,-3268.0,0.207,2605.25,54.8,13.7,31.5,48.7,46.4,4.9,82.0,Developing,,,
2012,Guéra,1044540.0,6.55,12.14,-533.0,0.227,4981.0,41.8,38.2,20.1,46.4,50.7,2.9,72.0,Stable,,,
2013,Guéra,1074302.0,6.45,12.17,961.0,0.24,3641.26,60.8,16.5,22.7,43.0,53.9,3.1,66.0,Developing,,,
2014,Guéra,1104341.0,6.32,11.95,-618.0,0.238,3201.24,42.1,37.8,20.1,49.4,46.2,4.5,73.0,Vulnerable,,,
2015,Guéra,1138494.0,6.36,11.49,-4409.0,0.249,2094.82,42.0,31.0,27.0,41.1,54.5,4.4,45.0,Vulnerable,,,
2016,Guéra,1167462.0,6.24,11.56,-682.0,0.252,811.46,61.3,5.4,33.3,42.1,53.3,4.6,67.0,Vulnerable,,,
2017,Guéra,1200611.0,6.22,11.24,3166.0,0.262,3238.33,69.4,0.0,32.1,43.6,52.5,3.9,86.0,Stable,,,
2018,Guéra,1234836.0,6.17,11.28,6503.0,0.279,2817.82,59.1,10.4,30.5,44.6,52.7,2.7,53.0,Vulnerable,,,
2019,Guéra,1277401.0,6.33,11.18,-2544.0,0.29,1492.94,44.0,23.4,32.6,40.5,55.2,4.2,79.0,Stable,,,
2020,Guéra,1303362.0,6.06,10.88,3469.0,0.308,4489.06,57.5,13.2,29.3,43.4,51.8,4.8,64.0,Developing,,,
2021,Guéra,1339601.0,5.87,11.05,-2440.0,0.315,4470.17,53.0,8.8,38.2,43.8,51.3,4.9,37.0,Stable,,,
2022,Guéra,1374230.0,5.91,10.69,-4212.0,0.322,1345.73,66.3,10.1,23.7,42.8,54.8,2.4,68.0,Vulnerable,,,
2023,Guéra,1410071.0,5.82,10.82,6019.0,0.329,4788.32,55.0,16.3,28.7,44.6,52.8,2.6,78.0,Vulnerable,,,
2024,Guéra,1448027.0,5.82,10.33,8108.0,0.337,1918.69,66.1,0.0,34.6,46.5,49.1,4.4,87.0,Vulnerable,,,
2025,Guéra,1484892.0,5.71,10.75,4050.0,0.355,2036.14,61.4,14.6,24.0,48.9,48.2,2.9,99.0,Vulnerable,,,
2026,Guéra,1518043.0,5.75,10.52,-4629.0,0.361,3471.42,47.3,14.5,38.2,48.4,47.5,4.1,14.0,Developing,,,
2027,Guéra,1542874.0,5.63,10.78,3923.0,0.37,4821.15,55.6,10.9,33.6,43.1,52.6,4.3,47.0,Developing,,,
2028,Guéra,1585850.0,5.52,10.23,-7623.0,0.373,990.52,53.1,20.3,26.6,43.4,52.4,4.2,7.0,Developing,,,
2029,Guéra,1639947.0,5.41,10.23,3384.0,0.379,1584.29,42.0,33.5,24.6,42.5,54.1,3.5,79.0,Stable,,,
2030,Guéra,1680105.0,5.58,10.35,10632.0,0.402,3258.5,56.8,7.6,35.5,42.0,53.8,4.2,71.0,Stable,,,
2010,Batha,313688.0,6.52,12.1,5700.0,0.208,1373.53,50.4,11.3,38.3,42.9,53.7,3.4,47.0,Stable,,,
2011,Batha,323271.0,6.56,12.12,-24.0,0.214,1228.23,41.3,30.4,28.3,43.0,52.7,4.3,96.0,Developing,,,
2012,Batha,333931.0,6.42,11.97,-3088.0,0.231,2220.8,41.3,35.4,23.3,44.5,52.9,2.6,33.0,Stable,,,
2013,Batha,342664.0,6.35,11.74,8082.0,0.225,633.58,59.1,10.9,30.0,44.1,51.1,4.9,62.0,Developing,,,
2014,Batha,354145.0,6.14,11.46,785.0,0.241,1031.53,63.8,0.0,38.2,49.4,45.7,4.9,80.0,Crisis,,,
2015,Batha,366835.0,6.19,11.6,9021.0,0.249,1311.97,59.2,7.4,33.3,41.6,54.7,3.7,86.0,Vulnerable,,,
2016,Batha,381990.0,6.23,11.29,6348.0,0.267,325.68,64.2,12.2,23.6,45.1,50.4,4.4,22.0,Developing,,,
2017,Batha,396044.0,6.15,11.2,-3980.0,0.272,1515.54,51.9,9.7,38.4,49.9,47.9,2.1,93.0,Developing,,,
2018,Batha,408705.0,6.12,10.86,-2112.0,0.286,2136.46,65.4,0.0,38.0,48.8,46.3,4.9,87.0,Developing,,,
2019,Batha,419349.0,6.01,11.24,529.0,0.293,2239.41,57.4,12.3,30.3,47.6,49.6,2.8,60.0,Developing,,,
2020,Batha,437266.0,5.95,10.72,1068.0,0.296,3009.63,41.0,26.3,32.7,43.6,53.5,2.9,99.0,Developing,,,
2021,Batha,450592.0,6.08,10.83,-2392.0,0.315,3498.73,63.1,3.8,33.1,41.5,53.9,4.6,87.0,Stable,,,
2022,Batha,467475.0,5.88,10.99,-11037.0,0.332,400.52,50.9,14.7,34.5,42.0,55.4,2.6,85.0,Developing,,,
2023,Batha,486134.0,5.92,10.47,3331.0,0.332,2170.88,49.1,24.4,26.5,47.1,48.4,4.5,78.0,Stable,,,
2024,Batha,500106.0,5.75,10.65,7844.0,0.338,2130.9,62.6,17.0,20.4,42.7,53.8,3.6,81.0,Crisis,,,
2025,Batha,515327.0,5.59,10.66,4851.0,0.354,602.33,55.4,14.4,30.2,43.7,51.5,4.8,88.0,Stable,,,
2026,Batha,532979.0,5.72,10.36,-339.0,0.363,870.9,43.6,21.1,35.3,46.7,50.0,3.3,64.0,Developing,,,
2027,Batha,548998.0,5.54,10.22,3477.0,0.374,1983.34,40.8,22.5,36.8,40.1,55.8,4.1,14.0,Vulnerable,,,
2028,Batha,568918.0,5.51,10.58,49.0,0.391,2205.02,49.3,21.1,29.6,41.2,53.9,4.9,62.0,Developing,,,
2029,Batha,594669.0,5.45,10.04,-5585.0,0.385,4369.93,60.2,3.9,35.9,42.5,53.6,3.9,67.0,Vulnerable,,,
2030,Batha,615935.0,5.51,9.87,-2481.0,0.394,2117.11,68.0,3.3,28.6,48.8,47.4,3.8,59.0,Developing,,,
2010,Ouaddaï,842927.0,6.45,12.04,-2515.0,0.194,4912.04,63.5,1.8,34.7,41.2,54.5,4.3,54.0,Vulnerable,,,
2011,Ouaddaï,865292.0,6.42,11.98,193.0,0.203,2952.7,46.1,23.5,30.4,40.7,55.4,3.8,98.0,Developing,,,
2012,Ouaddaï,889404.0,6.31,11.6,1036.0,0.22,3057.82,42.3,36.2,21.5,49.5,47.6,2.9,54.0,Vulnerable,,,
2013,Ouaddaï,909183.0,6.34,12.11,3855.0,0.225,2861.93,53.5,13.0,33.4,45.8,50.6,3.6,59.0,Developing,,,
2014,Ouaddaï,940044.0,6.28,11.66,8321.0,0.244,3432.55,52.2,27.4,20.3,45.8,51.4,2.8,36.0,Crisis,,,
2015,Ouaddaï,968509.0,6.16,11.78,3488.0,0.253,2540.4,62.3,11.2,26.5,48.9,48.8,2.3,25.0,Developing,,,
2016,Ouaddaï,988926.0,6.16,11.08,8747.0,0.267,3224.67,47.3,18.5,34.3,40.9,56.5,2.6,23.0,Stable,,,
2017,Ouaddaï,1010488.0,5.96,11.39,-6747.0,0.261,1731.87,66.5,5.8,27.7,44.9,52.2,2.8,46.0,Developing,,,
2018,Ouaddaï,1043878.0,5.93,11.22,-1968.0,0.287,1110.47,64.0,9.3,26.7,48.7,46.6,4.7,37.0,Vulnerable,,,
2019,Ouaddaï,1070512.0,6.2,10.83,3464.0,0.287,2268.47,59.5,1.8,38.7,40.6,54.9,4.5,22.0,Vulnerable,,,
2020,Ouaddaï,1108264.0,5.87,11.09,-8323.0,0.308,2400.68,40.8,35.0,24.2,42.8,53.1,4.1,38.0,Vulnerable,,,
2021,Ouaddaï,1133945.0,5.9,11.01,-5194.0,0.311,3457.16,43.3,30.9,25.8,43.1,54.2,2.7,56.0,Developing,,,
2022,Ouaddaï,1165121.0,5.99,10.63,-2463.0,0.323,4065.69,63.6,3.8,32.6,43.7,53.5,2.8,80.0,Vulnerable,,,
2023,Ouaddaï,1194855.0,5.76,10.74,14926.0,0.332,3417.01,65.1,0.0,37.2,47.5,49.2,3.3,86.0,Developing,,,
2024,Ouaddaï,1224847.0,5.57,10.39,-3835.0,0.347,2497.94,52.9,12.3,34.8,48.6,47.8,3.6,18.0,Developing,,,
2025,Ouaddaï,1244888.0,5.81,10.81,-2902.0,0.356,680.23,46.4,27.4,26.2,41.7,55.6,2.7,19.0,Developing,,,
2026,Ouaddaï,1289503.0,5.74,10.71,-195.0,0.361,3793.94,66.1,0.3,33.6,44.1,51.6,4.3,29.0,Developing,,,
2027,Ouaddaï,1330438.0,5.63,10.41,11096.0,0.371,674.3,50.1,27.0,22.9,46.9,50.5,2.6,69.0,Vulnerable,,,
2028,Ouaddaï,1359820.0,5.71,10.34,5138.0,0.382,3398.91,52.2,10.0,37.7,42.2,53.6,4.1,16.0,Stable,,,
2029,Ouaddaï,1397993.0,5.73,10.17,1945.0,0.39,1734.78,63.7,7.2,29.0,41.8,53.6,4.6,45.0,Developing,,,
2030,Ouaddaï,1443829.0,5.5,9.96,-4485.0,0.397,305.73,54.4,22.0,23.6,47.4,48.0,4.5,57.0,Crisis,,,
2010,Sila,1416593.0,6.63,11.78,-3443.0,0.194,436.7,51.1,19.6,29.3,47.2,48.8,4.0,96.0,Stable,,,
2011,Sila,1445144.0,6.52,11.67,-1007.0,0.21,4042.02,63.2,5.8,31.0,40.7,55.0,4.3,58.0,Vulnerable,,,
2012,Sila,1490326.0,6.46,11.57,286.0,0.225,3737.04,45.1,31.0,23.9,48.9,46.8,4.2,17.0,Developing,,,
2013,Sila,1542696.0,6.22,12.1,2649.0,0.232,2754.07,62.7,11.1,26.1,44.1,51.7,4.1,16.0,Developing,,,
2014,Sila,1576729.0,6.22,11.53,-7027.0,0.24,1020.81,42.3,23.8,33.9,43.8,51.7,4.5,18.0,Crisis,,,
2015,Sila,1627217.0,6.41,11.07,10940.0,0.253,3766.34,46.8,22.7,30.6,48.3,48.4,3.4,13.0,Vulnerable,,,
2016,Sila,1676976.0,6.25,11.47,-139.0,0.263,3764.41,44.5,31.1,24.3,44.6,52.6,2.8,21.0,Vulnerable,,,
2017,Sila,1728955.0,6.19,11.52,1864.0,0.272,2202.03,46.0,23.7,30.3,47.4,49.3,3.3,77.0,Vulnerable,,,
2018,Sila,1772461.0,6.16,11.06,626.0,0.286,4052.66,65.7,0.0,40.0,42.4,55.5,2.1,13.0,Stable,,,
2019,Sila,1814030.0,6.05,11.07,1669.0,0.297,1632.61,59.6,15.7,24.6,40.1,55.6,4.3,49.0,Vulnerable,,,
2020,Sila,1873650.0,6.2,11.19,1652.0,0.308,4954.33,62.7,8.5,28.8,47.1,49.8,3.2,20.0,Developing,,,
2021,Sila,1941632.0,5.92,11.09,6949.0,0.302,3202.06,54.1,17.1,28.9,44.9,50.5,4.6,42.0,Vulnerable,,,
2022,Sila,1989294.0,5.91,11.19,-2528.0,0.315,4714.29,45.0,25.0,30.0,46.9,49.0,4.1,54.0,Developing,,,
2023,Sila,2058755.0,5.89,10.5,-6030.0,0.332,3555.18,53.7,13.0,33.4,48.4,49.1,2.5,20.0,Vulnerable,,,
2024,Sila,2094872.0,5.59,10.72,1334.0,0.342,4419.92,57.5,5.8,36.7,46.4,51.3,2.2,75.0,Developing,,,
2025,Sila,2153909.0,5.7,10.47,-369.0,0.348,514.37,58.2,4.2,37.6,48.8,47.2,4.0,7.0,Developing,,,
2026,Sila,2226223.0,5.65,10.28,-3182.0,0.364,3133.06,68.2,0.0,35.5,41.3,55.7,3.0,53.0,Crisis,,,
2027,Sila,2305359.0,5.68,10.36,-3331.0,0.369,1132.89,46.9,23.7,29.4,42.7,55.0,2.3,52.0,Developing,,,
2028,Sila,2372624.0,5.6,10.31,-6089.0,0.378,1833.11,49.1,11.4,39.5,41.7,53.6,4.7,82.0,Developing,,,
2029,Sila,2450829.0,5.55,9.93,2865.0,0.381,4038.64,44.1,24.3,31.6,45.1,52.5,2.4,99.0,Stable,,,
2030,Sila,2519676.0,5.49,10.06,-188.0,0.408,1481.4,50.9,25.3,23.8,43.5,52.9,3.6,76.0,Vulnerable,,,
2010,Wadi Fira,316841.0,6.62,12.03,-5921.0,0.198,2498.02,62.2,7.9,29.9,44.8,50.7,4.5,71.0,Stable,,,
2011,Wadi Fira,324684.0,6.47,11.76,8450.0,0.215,4460.43,64.5,5.3,30.2,47.4,49.1,3.5,14.0,Vulnerable,,,
2012,Wadi Fira,333267.0,6.43,11.5,7384.0,0.214,792.0,57.1,19.2,23.7,42.8,54.6,2.7,98.0,Crisis,,,
2013,Wadi Fira,344326.0,6.54,11.29,4661.0,0.227,4700.59,66.8,6.4,26.7,47.3,49.0,3.7,69.0,Stable,,,
2014,Wadi Fira,354752.0,6.19,11.74,2043.0,0.238,1323.38,47.9,32.1,20.0,48.7,46.9,4.4,20.0,Developing,,,
2015,Wadi Fira,362712.0,6.16,11.22,1249.0,0.245,4747.66,68.3,0.0,32.2,49.2,46.4,4.4,13.0,Developing,,,
2016,Wadi Fira,370822.0,6.36,11.36,-223.0,0.254,2206.93,57.9,2.1,40.0,47.7,49.1,3.2,94.0,Developing,,,
2017,Wadi Fira,382663.0,6.23,11.33,-2037.0,0.274,2394.82,63.2,14.3,22.5,46.3,50.9,2.8,57.0,Developing,,,
2018,Wadi Fira,390561.0,6.07,11.26,-227.0,0.278,1263.64,41.5,24.0,34.5,41.1,55.1,3.8,72.0,Crisis,,,
2019,Wadi Fira,402544.0,6.21,11.48,4320.0,0.291,4296.82,65.1,0.0,38.5,43.7,53.4,3.0,64.0,Developing,,,
2020,Wadi Fira,410249.0,5.98,10.91,-8367.0,0.297,1727.81,48.8,30.4,20.8,46.4,49.8,3.8,6.0,Vulnerable,,,
2021,Wadi Fira,422812.0,5.9,10.72,4776.0,0.314,4951.53,49.4,23.8,26.8,40.8,55.9,3.3,1.0,Stable,,,
2022,Wadi Fira,437035.0,5.9,10.85,-6941.0,0.319,907.94,47.2,18.6,34.2,42.7,54.2,3.0,25.0,Crisis,,,
2023,Wadi Fira,445648.0,5.94,10.59,-4358.0,0.329,4338.32,47.5,18.2,34.3,48.6,48.4,3.1,12.0,Crisis,,,
2024,Wadi Fira,460653.0,5.91,10.38,-4122.0,0.337,1004.7,50.3,21.1,28.6,48.3,49.3,2.4,62.0,Developing,,,
2025,Wadi Fira,473560.0,5.68,10.66,6860.0,0.341,1840.15,41.4,34.3,24.4,40.2,56.1,3.7,21.0,Vulnerable,,,
2026,Wadi Fira,489256.0,5.89,10.56,-1083.0,0.364,1701.29,40.3,23.1,36.5,48.0,49.7,2.3,53.0,Developing,,,
2027,Wadi Fira,505821.0,5.71,10.31,-1061.0,0.365,945.37,57.0,17.0,25.9,49.4,46.2,4.5,94.0,Developing,,,
2028,Wadi Fira,519308.0,5.59,10.29,-2153.0,0.379,358.55,60.8,10.1,29.2,42.3,53.9,3.8,65.0,Stable,,,
2029,Wadi Fira,534627.0,5.58,10.05,733.0,0.391,875.69,41.6,27.3,31.1,41.6,53.9,4.5,78.0,Crisis,,,
2030,Wadi Fira,549182.0,5.37,10.05,1147.0,0.395,3833.23,63.4,11.0,25.5,42.0,55.9,2.1,69.0,Crisis,,,
2010,Ennedi Ouest,1371248.0,6.51,11.78,-4112.0,0.206,1727.34,67.8,0.0,36.9,42.2,55.0,2.7,15.0,Vulnerable,,,
2011,Ennedi Ouest,1420740.0,6.47,12.0,-1082.0,0.207,2798.25,52.1,11.2,36.7,48.1,48.0,3.8,17.0,Vulnerable,,,
2012,Ennedi Ouest,1460655.0,6.45,11.84,8211.0,0.211,1163.09,48.6,20.2,31.1,40.3,55.0,4.7,4.0,Developing,,,
2013,Ennedi Ouest,1504350.0,6.2,11.76,8774.0,0.23,4794.78,46.6,15.7,37.7,49.3,45.9,4.7,57.0,Developing,,,
2014,Ennedi Ouest,1545051.0,6.24,11.37,-10579.0,0.242,139.49,68.3,7.0,24.7,41.1,54.6,4.3,6.0,Developing,,,
2015,Ennedi Ouest,1594769.0,6.24,11.74,-9755.0,0.251,2907.91,49.8,29.5,20.8,42.7,55.3,2.0,17.0,Vulnerable,,,
2016,Ennedi Ouest,1631157.0,6.13,11.49,-1827.0,0.259,748.78,51.5,16.1,32.4,44.5,51.1,4.3,9.0,Vulnerable,,,
2017,Ennedi Ouest,1687999.0,6.28,11.52,2217.0,0.264,1191.11,49.2,19.9,30.9,44.2,53.3,2.5,25.0,Vulnerable,,,
2018,Ennedi Ouest,1743921.0,6.21,11.42,-2832.0,0.277,1251.47,64.9,0.0,39.0,43.0,54.2,2.8,64.0,Developing,,,
2019,Ennedi Ouest,1791513.0,6.01,10.82,-3456.0,0.295,1314.58,60.9,11.8,27.3,45.7,52.3,2.0,90.0,Developing,,,
2020,Ennedi Ouest,1833286.0,6.09,10.95,3900.0,0.297,2187.99,65.0,0.0,36.1,42.2,55.1,2.7,85.0,Stable,,,
2021,Ennedi Ouest,1886020.0,5.96,10.8,-5038.0,0.305,1726.79,59.9,2.7,37.4,47.6,48.2,4.2,15.0,Developing,,,
2022,Ennedi Ouest,1927942.0,5.91,11.07,1565.0,0.317,831.32,48.0,24.7,27.2,44.1,51.9,4.0,69.0,Vulnerable,,,
2023,Ennedi Ouest,1987119.0,5.67,10.89,-3117.0,0.334,4882.56,50.3,22.9,26.7,43.1,54.5,2.4,19.0,Vulnerable,,,
2024,Ennedi Ouest,2046369.0,5.84,10.63,-5643.0,0.342,501.92,41.0,19.2,39.8,40.3,56.4,3.3,95.0,Crisis,,,
2025,Ennedi Ouest,2125812.0,5.84,10.87,-2048.0,0.354,2391.64,58.6,13.2,28.2,44.3,52.7,3.0,17.0,Developing,,,
2026,Ennedi Ouest,2184930.0,5.7,10.07,-2658.0,0.363,1342.56,54.1,16.0,29.8,42.0,54.1,4.0,53.0,Vulnerable,,,
2027,Ennedi Ouest,2273554.0,5.71,10.22,-2265.0,0.374,3414.77,57.8,10.1,32.1,46.8,49.4,3.7,30.0,Developing,,,
2028,Ennedi Ouest,2345929.0,5.59,10.43,-6344.0,0.374,3287.08,46.4,31.2,22.4,47.0,50.6,2.3,80.0,Developing,,,
2029,Ennedi Ouest,2421571.0,5.63,10.09,-2089.0,0.38,167.04,42.4,32.4,25.2,40.3,55.8,3.9,65.0,Vulnerable,,,
2030,Ennedi Ouest,2489665.0,5.68,10.23,2547.0,0.406,3000.88,45.0,34.5,20.5,43.6,52.7,3.6,18.0,Stable,,,
2010,Ennedi Est,1384895.0,6.51,11.97,-7960.0,0.204,4203.9,58.4,9.9,31.6,42.5,53.2,4.3,16.0,Developing,,,
2011,Ennedi Est,1444713.0,6.59,11.85,230.0,0.205,3358.77,56.7,16.4,26.9,41.3,56.4,2.3,41.0,Developing,,,
2012,Ennedi Est,1507014.0,6.2,11.8,1439.0,0.224,1512.43,49.0,13.2,37.8,40.1,56.9,3.0,92.0,Developing,,,
2013,Ennedi Est,1563352.0,6.32,11.82,13829.0,0.23,1961.9,58.2,14.0,27.8,42.4,55.3,2.3,84.0,Stable,,,
2014,Ennedi Est,1615023.0,6.29,11.67,-451.0,0.245,1668.13,54.3,19.3,26.4,44.9,50.5,4.6,8.0,Developing,,,
2015,Ennedi Est,1677932.0,6.16,11.54,-5128.0,0.256,3792.01,66.2,3.8,30.0,47.3,48.8,3.9,13.0,Vulnerable,,,
2016,Ennedi Est,1749356.0,6.12,11.61,7223.0,0.26,1239.45,46.8,22.2,31.0,45.2,51.9,2.8,23.0,Developing,,,
2017,Ennedi Est,1807073.0,6.16,11.54,11392.0,0.273,4118.33,41.2,28.8,30.0,46.9,50.3,2.8,42.0,Stable,,,
2018,Ennedi Est,1862926.0,6.1,11.28,-3496.0,0.286,4713.73,55.9,9.5,34.6,49.2,45.8,4.9,54.0,Developing,,,
2019,Ennedi Est,1923353.0,6.21,11.04,7952.0,0.293,1329.31,43.6,24.7,31.7,49.7,47.2,3.1,54.0,Developing,,,
2020,Ennedi Est,1993700.0,6.0,10.86,1540.0,0.3,100.91,58.4,9.3,32.3,44.6,52.2,3.2,64.0,Vulnerable,,,
2021,Ennedi Est,2069705.0,6.0,11.39,-2711.0,0.301,1756.61,43.8,28.4,27.8,41.6,54.2,4.2,43.0,Vulnerable,,,
2022,Ennedi Est,2162245.0,5.82,10.75,-1647.0,0.317,1547.79,55.9,10.5,33.6,45.9,51.6,2.4,28.0,Developing,,,
2023,Ennedi Est,2242010.0,5.84,11.09,-6929.0,0.333,4159.35,42.4,28.1,29.5,46.3,49.2,4.5,18.0,Developing,,,
2024,Ennedi Est,2342240.0,5.86,10.4,-4915.0,0.332,3056.34,64.1,6.6,29.4,44.2,50.8,5.0,30.0,Vulnerable,,,
2025,Ennedi Est,2445663.0,5.74,10.38,4221.0,0.349,3255.39,51.4,27.5,21.1,46.0,49.3,4.7,38.0,Developing,,,
2026,Ennedi Est,2523705.0,5.64,10.38,2129.0,0.362,2981.2,50.6,13.4,36.0,45.5,50.0,4.5,6.0,Developing,,,
2027,Ennedi Est,2613912.0,5.65,10.41,-1939.0,0.369,170.22,54.4,25.2,20.4,48.2,47.3,4.5,69.0,Vulnerable,,,
2028,Ennedi Est,2695927.0,5.45,10.23,-2962.0,0.381,2264.99,44.9,31.4,23.7,42.0,54.8,3.2,6.0,Developing,,,
2029,Ennedi Est,2791742.0,5.61,10.08,-6961.0,0.395,4973.45,46.1,28.8,25.2,41.1,54.1,4.8,71.0,Stable,,,
2030,Ennedi Est,2934159.0,5.52,9.73,-2059.0,0.401,4735.26,65.3,8.8,25.9,40.8,56.7,2.5,81.0,Vulnerable,,,
2010,Borkou,230063.0,6.59,11.95,-2506.0,0.195,371.54,49.9,14.7,35.3,44.1,51.9,4.0,92.0,Developing,,,
2011,Borkou,238373.0,6.46,12.0,-4579.0,0.216,2026.42,47.1,31.0,21.9,41.8,53.8,4.4,66.0,Developing,,,
2012,Borkou,245995.0,6.32,11.74,7235.0,0.227,4234.4,49.7,16.5,33.7,49.6,46.2,4.2,88.0,Developing,,,
2013,Borkou,255825.0,6.38,11.69,2501.0,0.227,1737.54,61.9,9.7,28.4,45.8,49.7,4.5,52.0,Vulnerable,,,
2014,Borkou,264627.0,6.26,11.55,-5349.0,0.229,2646.1,69.9,7.4,22.7,46.8,50.1,3.2,46.0,Stable,,,
2015,Borkou,274982.0,6.3,11.83,-5202.0,0.249,2104.52,50.6,23.3,26.1,47.3,48.6,4.1,96.0,Developing,,,
2016,Borkou,286283.0,6.39,11.38,-6195.0,0.27,1129.53,62.3,17.2,20.5,43.5,52.1,4.3,84.0,Vulnerable,,,
2017,Borkou,298187.0,6.27,11.14,-6495.0,0.268,2614.56,43.9,27.3,28.8,43.2,52.1,4.7,92.0,Developing,,,
2018,Borkou,305455.0,6.11,11.2,-1139.0,0.285,217.34,57.5,3.6,38.8,41.7,54.8,3.4,24.0,Stable,,,
2019,Borkou,314334.0,5.96,11.38,-1813.0,0.287,3246.22,48.3,21.8,29.9,41.2,55.0,3.8,16.0,Developing,,,
2020,Borkou,324431.0,6.13,11.06,970.0,0.294,1417.11,46.0,29.1,24.9,43.1,53.3,3.7,6.0,Developing,,,
2021,Borkou,335800.0,6.01,10.74,3738.0,0.315,2936.99,40.4,32.4,27.2,46.0,50.8,3.2,40.0,Vulnerable,,,
2022,Borkou,346906.0,6.0,11.18,3770.0,0.322,4985.05,61.6,12.7,25.7,48.8,49.1,2.1,9.0,Stable,,,
2023,Borkou,358910.0,5.67,10.49,10060.0,0.331,4665.32,58.6,5.3,36.1,40.8,56.0,3.2,90.0,Vulnerable,,,
2024,Borkou,372337.0,5.91,10.58,2084.0,0.342,3673.62,57.3,18.6,24.1,45.0,52.0,2.9,82.0,Developing,,,
2025,Borkou,383322.0,5.85,10.22,4107.0,0.35,4079.18,64.8,0.0,35.9,43.2,52.5,4.3,14.0,Stable,,,
2026,Borkou,395968.0,5.75,10.3,-912.0,0.355,1317.85,49.5,14.3,36.2,48.8,48.3,2.9,77.0,Vulnerable,,,
2027,Borkou,409207.0,5.58,10.48,-2147.0,0.374,363.48,60.1,15.3,24.6,42.4,54.6,2.9,28.0,Vulnerable,,,
2028,Borkou,422697.0,5.63,10.44,3877.0,0.384,745.27,61.2,4.0,34.8,46.8,50.5,2.8,3.0,Stable,,,
2029,Borkou,436003.0,5.56,10.07,5958.0,0.39,1978.65,45.0,18.2,36.7,45.5,51.9,2.6,37.0,Developing,,,
2030,Borkou,448782.0,5.73,10.08,1889.0,0.397,4210.38,60.1,5.9,33.9,43.6,51.7,4.6,24.0,Stable,,,
2010,Tibesti,1025169.0,6.51,12.04,-6927.0,0.204,1319.08,68.3,5.8,26.0,47.8,49.1,3.2,32.0,Crisis,,,
2011,Tibesti,1053579.0,6.46,11.64,540.0,0.209,263.01,43.7,28.0,28.3,40.6,56.2,3.2,2.0,Stable,,,
2012,Tibesti,1076608.0,6.5,12.14,-8190.0,0.211,3946.81,45.9,17.7,36.4,46.5,50.3,3.3,17.0,Developing,,,
2013,Tibesti,1113486.0,6.43,11.87,-2340.0,0.236,2445.65,65.9,12.0,22.1,45.5,50.9,3.5,86.0,Vulnerable,,,
2014,Tibesti,1134007.0,6.31,11.54,-599.0,0.244,683.79,55.4,17.7,27.0,43.7,52.4,3.9,28.0,Developing,,,
2015,Tibesti,1167540.0,6.27,11.45,-1891.0,0.246,3160.85,42.4,28.5,29.0,47.4,48.5,4.1,61.0,Developing,,,
2016,Tibesti,1205863.0,6.23,11.4,1610.0,0.26,3797.39,47.5,21.8,30.8,49.9,45.5,4.6,29.0,Vulnerable,,,
2017,Tibesti,1231246.0,6.1,11.19,5149.0,0.265,1244.48,42.0,34.2,23.7,45.6,51.6,2.9,99.0,Developing,,,
2018,Tibesti,1261049.0,6.14,11.19,3063.0,0.284,2731.5,65.2,8.0,26.8,47.1,47.9,5.0,38.0,Developing,,,
2019,Tibesti,1299482.0,5.99,11.16,-4426.0,0.291,481.5,68.7,6.4,24.9,48.6,48.9,2.5,61.0,Developing,,,
2020,Tibesti,1344537.0,5.97,10.95,46.0,0.306,170.47,64.1,0.0,39.6,46.1,50.4,3.5,34.0,Developing,,,
2021,Tibesti,1388663.0,5.73,11.0,-4340.0,0.307,2566.39,63.9,1.3,34.8,46.5,51.1,2.5,58.0,Stable,,,
2022,Tibesti,1421526.0,5.77,10.44,-1914.0,0.319,977.57,51.8,9.3,39.0,41.4,54.3,4.3,97.0,Developing,,,
2023,Tibesti,1458479.0,6.08,11.01,-639.0,0.337,2306.38,55.9,9.2,34.9,48.3,47.7,4.1,43.0,Stable,,,
2024,Tibesti,1509635.0,5.68,10.38,-7009.0,0.347,827.68,57.9,5.8,36.3,43.8,53.8,2.4,74.0,Crisis,,,
