Region,Year,Age_Group,Population_Total
Tibesti,2029,Total,903055
Tibesti,2030,Total,930147
Tibesti,2031,Total,958051
Tibesti,2032,Total,986793
Tibesti,2033,Total,1016397
Tibesti,2034,Total,1046888
Tibesti,2035,Total,1078295
Tibesti,2036,Total,1110644
Tibesti,2037,Total,1143963
Tibesti,2038,Total,1178282
Tibesti,2039,Total,1213631
Tibesti,2040,Total,1250040
Tibesti,2041,Total,1287541
Tibesti,2042,Total,1326167
Tibesti,2043,Total,1365952
Tibesti,2044,Total,1406931
Tibesti,2045,Total,1449139
Tibesti,2046,Total,1492613
Tibesti,2047,Total,1537391
Tibesti,2048,Total,1583513
Tibesti,2049,Total,1631018
Tibesti,2050,Total,1679949
Wadi Fira,2009,Total,500000
Wadi Fira,2010,Total,515000
Wadi Fira,2011,Total,530450
Wadi Fira,2012,Total,546363
Wadi Fira,2013,Total,562754
Wadi Fira,2014,Total,579637
Wadi Fira,2015,Total,597026
Wadi Fira,2016,Total,614936
Wadi Fira,2017,Total,633385
Wadi Fira,2018,Total,652386
Wadi Fira,2019,Total,671958
Wadi Fira,2020,Total,692116
Wadi Fira,2021,Total,712880
Wadi Fira,2022,Total,734266
Wadi Fira,2023,Total,756294
Wadi Fira,2024,Total,778983
Wadi Fira,2025,Total,802353
Wadi Fira,2026,Total,826423
Wadi Fira,2027,Total,851216
Wadi Fira,2028,Total,876753
Wadi Fira,2029,Total,903055
Wadi Fira,2030,Total,930147
Wadi Fira,2031,Total,958051
Wadi Fira,2032,Total,986793
Wadi Fira,2033,Total,1016397
Wadi Fira,2034,Total,1046888
Wadi Fira,2035,Total,1078295
Wadi Fira,2036,Total,1110644
Wadi Fira,2037,Total,1143963
Wadi Fira,2038,Total,1178282
Wadi Fira,2039,Total,1213631
Wadi Fira,2040,Total,1250040
Wadi Fira,2041,Total,1287541
Wadi Fira,2042,Total,1326167
Wadi Fira,2043,Total,1365952
Wadi Fira,2044,Total,1406931
Wadi Fira,2045,Total,1449139
Wadi Fira,2046,Total,1492613
Wadi Fira,2047,Total,1537391
Wadi Fira,2048,Total,1583513
Wadi Fira,2049,Total,1631018
Wadi Fira,2050,Total,1679949
N'Djamena,2009,Total,500000
N'Djamena,2010,Total,515000
N'Djamena,2011,Total,530450
N'Djamena,2012,Total,546363
N'Djamena,2013,Total,562754
N'Djamena,2014,Total,579637
N'Djamena,2015,Total,597026
N'Djamena,2016,Total,614936
N'Djamena,2017,Total,633385
N'Djamena,2018,Total,652386
N'Djamena,2019,Total,671958
N'Djamena,2020,Total,692116
N'Djamena,2021,Total,712880
N'Djamena,2022,Total,734266
N'Djamena,2023,Total,756294
N'Djamena,2024,Total,778983
N'Djamena,2025,Total,802353
N'Djamena,2026,Total,826423
N'Djamena,2027,Total,851216
N'Djamena,2028,Total,876753
N'Djamena,2029,Total,903055
N'Djamena,2030,Total,930147
N'Djamena,2031,Total,958051
N'Djamena,2032,Total,986793
N'Djamena,2033,Total,1016397
N'Djamena,2034,Total,1046888
N'Djamena,2035,Total,1078295
N'Djamena,2036,Total,1110644
N'Djamena,2037,Total,1143963
N'Djamena,2038,Total,1178282
N'Djamena,2039,Total,1213631
N'Djamena,2040,Total,1250040
N'Djamena,2041,Total,1287541
N'Djamena,2042,Total,1326167
N'Djamena,2043,Total,1365952
N'Djamena,2044,Total,1406931
N'Djamena,2045,Total,1449139
N'Djamena,2046,Total,1492613
N'Djamena,2047,Total,1537391
N'Djamena,2048,Total,1583513
N'Djamena,2049,Total,1631018
N'Djamena,2050,Total,1679949
Tchad,2009,Total,500000
Tchad,2010,Total,515000
Tchad,2011,Total,530450
Tchad,2012,Total,546363
Tchad,2013,Total,562754
Tchad,2014,Total,579637
Tchad,2015,Total,597026
Tchad,2016,Total,614936
Tchad,2017,Total,633385
Tchad,2018,Total,652386
Tchad,2019,Total,671958
Tchad,2020,Total,692116
Tchad,2021,Total,712880
Tchad,2022,Total,734266
Tchad,2023,Total,756294
Tchad,2024,Total,778983
Tchad,2025,Total,802353
Tchad,2026,Total,826423
Tchad,2027,Total,851216
Tchad,2028,Total,876753
Tchad,2029,Total,903055
Tchad,2030,Total,930147
Tchad,2031,Total,958051
Tchad,2032,Total,986793
Tchad,2033,Total,1016397
Tchad,2034,Total,1046888
Tchad,2035,Total,1078295
Tchad,2036,Total,1110644
Tchad,2037,Total,1143963
Tchad,2038,Total,1178282
Tchad,2039,Total,1213631
Tchad,2040,Total,1250040
Tchad,2041,Total,1287541
Tchad,2042,Total,1326167
Tchad,2043,Total,1365952
Tchad,2044,Total,1406931
Tchad,2045,Total,1449139
Tchad,2046,Total,1492613
Tchad,2047,Total,1537391
Tchad,2048,Total,1583513
Tchad,2049,Total,1631018
Tchad,2050,Total,1679949
