Region,Year,Age_Group,Population_Total
Hadjer-Lamis,1997,5-9,345703.0
Hadjer-Lamis,1997,10-14,0.0
Hadjer-Lamis,1997,15-19,54924.0
Hadjer-Lamis,1997,20-24,268399.0
Hadjer-Lamis,1997,25-29,0.0
Hadjer-Lamis,1997,30-34,14840.0
Hadjer-Lamis,1998,0-4,140184.0
Hadjer-Lamis,1998,5-9,228896.0
Hadjer-Lamis,1998,10-14,319715.0
Hadjer-Lamis,1998,15-19,0.0
Hadjer-Lamis,1998,20-24,364422.0
Hadjer-Lamis,1998,25-29,496746.0
Hadjer-Lamis,1998,30-34,182665.0
Hadjer-Lamis,1999,0-4,369391.0
Hadjer-Lamis,1999,5-9,295562.0
Hadjer-Lamis,1999,10-14,421630.0
Hadjer-Lamis,1999,15-19,448493.0
Hadjer-Lamis,1999,20-24,2159835000.0
Hadjer-Lamis,1999,25-29,186601.0
Hadjer-Lamis,1999,30-34,499837.0
Hadjer-Lamis,2000,0-4,489656.0
Hadjer-Lamis,2000,5-9,472680.0
Hadjer-Lamis,2000,10-14,150530.0
Hadjer-Lamis,2000,15-19,265472.0
Hadjer-Lamis,2000,20-24,207805.0
Hadjer-Lamis,2000,25-29,178301.0
Hadjer-Lamis,2000,30-34,470633.0
Hadjer-Lamis,2001,0-4,184972.0
Hadjer-Lamis,2001,5-9,39494.0
Hadjer-Lamis,2001,10-14,84848.0
Hadjer-Lamis,2001,15-19,32782.0
Hadjer-Lamis,2001,20-24,127809.0
Hadjer-Lamis,2001,25-29,393912.0
Hadjer-Lamis,2001,30-34,0.0
Hadjer-Lamis,2002,0-4,228406.0
Hadjer-Lamis,2002,5-9,498470.0
Hadjer-Lamis,2002,10-14,1069475000.0
Hadjer-Lamis,2002,15-19,196546.0
Hadjer-Lamis,2002,20-24,502215000.0
Hadjer-Lamis,2002,25-29,494957.0
Hadjer-Lamis,2002,30-34,0.0
Hadjer-Lamis,2003,0-4,273467.0
Hadjer-Lamis,2003,5-9,88408.0
Hadjer-Lamis,2003,10-14,320784.0
Hadjer-Lamis,2003,15-19,0.0
Hadjer-Lamis,2003,20-24,219449.0
Hadjer-Lamis,2003,25-29,88923.0
Hadjer-Lamis,2003,30-34,481988.0
Hadjer-Lamis,2004,0-4,410604.0
Hadjer-Lamis,2004,5-9,799505000.0
Hadjer-Lamis,2004,10-14,45071.0
Hadjer-Lamis,2004,15-19,384913.0
Hadjer-Lamis,2004,20-24,457946.0
Hadjer-Lamis,2004,25-29,93294.0
Hadjer-Lamis,2004,30-34,0.0
Hadjer-Lamis,2005,0-4,298263.0
Hadjer-Lamis,2005,5-9,450058.0
Hadjer-Lamis,2005,10-14,445554.0
Hadjer-Lamis,2005,15-19,215882.0
Hadjer-Lamis,2005,20-24,419212.0
Hadjer-Lamis,2005,25-29,0.0
Hadjer-Lamis,2005,30-34,308371.0
Hadjer-Lamis,2006,0-4,153662.0
Hadjer-Lamis,2006,5-9,462171.0
Hadjer-Lamis,2006,10-14,355470.0
Hadjer-Lamis,2006,15-19,446492.0
Hadjer-Lamis,2006,20-24,0.0
Hadjer-Lamis,2006,25-29,438868.0
Hadjer-Lamis,2006,30-34,375201.0
Hadjer-Lamis,2007,0-4,359023.0
Hadjer-Lamis,2007,5-9,238458.0
Hadjer-Lamis,2007,10-14,373339.0
Hadjer-Lamis,2007,15-19,278308.0
Hadjer-Lamis,2007,20-24,157695.0
Hadjer-Lamis,2007,25-29,309208.0
Hadjer-Lamis,2007,30-34,370874.0
Hadjer-Lamis,2008,0-4,482421.0
Hadjer-Lamis,2008,5-9,480361.0
Hadjer-Lamis,2008,10-14,2173730000.0
Hadjer-Lamis,2008,15-19,398371.0
Hadjer-Lamis,2008,20-24,924055000.0
Hadjer-Lamis,2008,25-29,62318.0
Hadjer-Lamis,2008,30-34,307771.0
Hadjer-Lamis,2009,0-4,1688845000.0
Hadjer-Lamis,2009,5-9,302020.0
Hadjer-Lamis,2009,10-14,154290.0
Hadjer-Lamis,2009,15-19,277441.0
Hadjer-Lamis,2009,20-24,259234.0
Hadjer-Lamis,2009,25-29,174711.0
Hadjer-Lamis,2009,30-34,143013.0
Hadjer-Lamis,2010,0-4,166499.0
Hadjer-Lamis,2010,5-9,398503.0
Hadjer-Lamis,2010,10-14,234768.0
Hadjer-Lamis,2010,15-19,425517.0
Hadjer-Lamis,2010,20-24,353596.0
Hadjer-Lamis,2010,25-29,401533.0
Hadjer-Lamis,2010,30-34,0.0
Hadjer-Lamis,2011,0-4,353971.0
Hadjer-Lamis,2011,5-9,150249.0
Hadjer-Lamis,2011,10-14,246288.0
Hadjer-Lamis,2011,15-19,142597.0
Hadjer-Lamis,2011,20-24,0.0
Hadjer-Lamis,2011,25-29,0.0
Hadjer-Lamis,2011,30-34,349416.0
Hadjer-Lamis,2012,0-4,321964.0
Hadjer-Lamis,2012,5-9,346773.0
Hadjer-Lamis,2012,10-14,134689.0
Hadjer-Lamis,2012,15-19,286221.0
Hadjer-Lamis,2012,20-24,927200000.0
Hadjer-Lamis,2012,25-29,455287.0
Hadjer-Lamis,2012,30-34,0.0
Hadjer-Lamis,2013,0-4,378388.0
Hadjer-Lamis,2013,5-9,452919.0
Hadjer-Lamis,2013,10-14,173459.0
Hadjer-Lamis,2013,15-19,0.0
Hadjer-Lamis,2013,20-24,179872.0
Hadjer-Lamis,2013,25-29,470758.0
Hadjer-Lamis,2013,30-34,466014.0
Hadjer-Lamis,2014,0-4,303315.0
Hadjer-Lamis,2014,5-9,16831.0
Hadjer-Lamis,2014,10-14,289967.0
Hadjer-Lamis,2014,15-19,74593.0
Hadjer-Lamis,2014,20-24,455975.0
Hadjer-Lamis,2014,25-29,107912.0
Hadjer-Lamis,2014,30-34,144891.0
Hadjer-Lamis,2015,0-4,367553.0
Hadjer-Lamis,2015,5-9,118031.0
Hadjer-Lamis,2015,10-14,0.0
Hadjer-Lamis,2015,15-19,241115.0
Hadjer-Lamis,2015,20-24,1866465000.0
Hadjer-Lamis,2015,25-29,430151.0
Hadjer-Lamis,2015,30-34,0.0
Hadjer-Lamis,2016,0-4,37334.0
Hadjer-Lamis,2016,5-9,485544.0
Hadjer-Lamis,2016,10-14,199359.0
Hadjer-Lamis,2016,15-19,183462.0
Hadjer-Lamis,2016,20-24,320554.0
Hadjer-Lamis,2016,25-29,167806.0
Hadjer-Lamis,2016,30-34,321621.0
Hadjer-Lamis,2017,0-4,458205.0
Hadjer-Lamis,2017,5-9,118357.0
Hadjer-Lamis,2017,10-14,453677.0
Hadjer-Lamis,2017,15-19,323440.0
Hadjer-Lamis,2017,20-24,112207.0
Hadjer-Lamis,2017,25-29,305855.0
Hadjer-Lamis,2017,30-34,428434.0
Hadjer-Lamis,2018,0-4,347944.0
Hadjer-Lamis,2018,5-9,56837.0
Hadjer-Lamis,2018,10-14,320232.0
Hadjer-Lamis,2018,15-19,97242.0
Hadjer-Lamis,2018,20-24,197722.0
Hadjer-Lamis,2018,25-29,2356380000.0
Hadjer-Lamis,2018,30-34,453425.0
Hadjer-Lamis,2019,0-4,0.0
Hadjer-Lamis,2019,5-9,137613.0
Hadjer-Lamis,2019,10-14,14631.0
Hadjer-Lamis,2019,15-19,293151.0
Hadjer-Lamis,2019,20-24,258429.0
Hadjer-Lamis,2019,25-29,295540.0
Hadjer-Lamis,2019,30-34,153943.0
Hadjer-Lamis,2020,0-4,12146.0
Hadjer-Lamis,2020,5-9,154613.0
Hadjer-Lamis,2020,10-14,328950.0
Hadjer-Lamis,2020,15-19,191901.0
Hadjer-Lamis,2020,20-24,40871.0
Hadjer-Lamis,2020,25-29,261883.0
Hadjer-Lamis,2020,30-34,102527.0
Hadjer-Lamis,2021,0-4,241943.0
Hadjer-Lamis,2021,5-9,102800.0
Hadjer-Lamis,2021,10-14,170971.0
Hadjer-Lamis,2021,15-19,226609.0
Hadjer-Lamis,2021,20-24,285366.0
Hadjer-Lamis,2021,25-29,213651.0
Hadjer-Lamis,2021,30-34,112611.0
Hadjer-Lamis,2022,0-4,12563.0
Hadjer-Lamis,2022,5-9,0.0
Hadjer-Lamis,2022,10-14,1481050000.0
Hadjer-Lamis,2022,15-19,0.0
Hadjer-Lamis,2022,20-24,117037.0
Hadjer-Lamis,2022,25-29,33504.0
Hadjer-Lamis,2022,30-34,89711.0
Hadjer-Lamis,2023,0-4,371851.0
Hadjer-Lamis,2023,5-9,95532.0
Hadjer-Lamis,2023,10-14,1296270000.0
Hadjer-Lamis,2023,15-19,212877.0
Hadjer-Lamis,2023,20-24,192370.0
Hadjer-Lamis,2023,25-29,129898.0
Hadjer-Lamis,2023,30-34,320869.0
Hadjer-Lamis,2024,0-4,192913.0
Hadjer-Lamis,2024,5-9,58886.0
Hadjer-Lamis,2024,10-14,352032.0
Hadjer-Lamis,2024,15-19,321811.0
Hadjer-Lamis,2024,20-24,39622.0
Hadjer-Lamis,2024,25-29,412373.0
Hadjer-Lamis,2024,30-34,158195.0
Hadjer-Lamis,2025,0-4,276414.0
Hadjer-Lamis,2025,5-9,239709.0
Hadjer-Lamis,2025,10-14,0.0
Hadjer-Lamis,2025,15-19,2076030000.0
Hadjer-Lamis,2025,20-24,474555.0
Hadjer-Lamis,2025,25-29,33897.0
Hadjer-Lamis,2025,30-34,0.0
Hadjer-Lamis,2026,0-4,353126.0
Hadjer-Lamis,2026,5-9,481714.0
Hadjer-Lamis,2026,10-14,348939.0
Hadjer-Lamis,2026,15-19,461190.0
Hadjer-Lamis,2026,20-24,336528.0
Hadjer-Lamis,2026,25-29,222755.0
Hadjer-Lamis,2026,30-34,141108.0
Hadjer-Lamis,2027,0-4,304814.0
Hadjer-Lamis,2027,5-9,316093.0
Hadjer-Lamis,2027,10-14,70428.0
Hadjer-Lamis,2027,15-19,285224.0
Hadjer-Lamis,2027,20-24,431807.0
Hadjer-Lamis,2027,25-29,78010.0
Hadjer-Lamis,2027,30-34,165984.0
Hadjer-Lamis,2028,0-4,289538.0
Hadjer-Lamis,2028,5-9,414597.0
Hadjer-Lamis,2028,10-14,167084.0
Hadjer-Lamis,2028,15-19,362807.0
Hadjer-Lamis,2028,20-24,155487.0
Hadjer-Lamis,2028,25-29,84459.0
Hadjer-Lamis,2028,30-34,60469.0
Hadjer-Lamis,2029,0-4,99167.0
Hadjer-Lamis,2029,5-9,0.0
Hadjer-Lamis,2029,10-14,398743.0
Hadjer-Lamis,2029,15-19,29601.0
Hadjer-Lamis,2029,20-24,372848.0
Hadjer-Lamis,2029,25-29,373455.0
Hadjer-Lamis,2029,30-34,478731.0
Hadjer-Lamis,2030,0-4,335611.0
Hadjer-Lamis,2030,5-9,249726.0
Hadjer-Lamis,2030,10-14,124484.0
Hadjer-Lamis,2030,15-19,250611.0
Hadjer-Lamis,2030,20-24,322976.0
Hadjer-Lamis,2030,25-29,25244.0
Hadjer-Lamis,2030,30-34,13755.0
Hadjer-Lamis,2031,0-4,290888.0
Hadjer-Lamis,2031,5-9,443041.0
Hadjer-Lamis,2031,10-14,484674.0
Hadjer-Lamis,2031,15-19,485902.0
Hadjer-Lamis,2031,20-24,306835.0
Hadjer-Lamis,2031,25-29,485645.0
Hadjer-Lamis,2031,30-34,58271.0
Hadjer-Lamis,2032,0-4,338165.0
Hadjer-Lamis,2032,5-9,413033.0
Hadjer-Lamis,2032,10-14,462306.0
Hadjer-Lamis,2032,15-19,306908.0
Hadjer-Lamis,2032,20-24,63462.0
Hadjer-Lamis,2032,25-29,121713.0
Hadjer-Lamis,2032,30-34,291603.0
Hadjer-Lamis,2033,0-4,202058.0
Hadjer-Lamis,2033,5-9,341402.0
Hadjer-Lamis,2033,10-14,290521.0
Hadjer-Lamis,2033,15-19,66583.0
Hadjer-Lamis,2033,20-24,269134.0
Hadjer-Lamis,2033,25-29,77088.0
Hadjer-Lamis,2033,30-34,394470.0
Hadjer-Lamis,2034,0-4,220767.0
Hadjer-Lamis,2034,5-9,0.0
Hadjer-Lamis,2034,10-14,134624.0
Hadjer-Lamis,2034,15-19,403050.0
Hadjer-Lamis,2034,20-24,0.0
Hadjer-Lamis,2034,25-29,399477.0
Hadjer-Lamis,2034,30-34,146178.0
Hadjer-Lamis,2035,0-4,161576.0
Hadjer-Lamis,2035,5-9,364840.0
Hadjer-Lamis,2035,10-14,453044.0
Hadjer-Lamis,2035,15-19,89347.0
Hadjer-Lamis,2035,20-24,1269620000.0
Hadjer-Lamis,2035,25-29,0.0
Hadjer-Lamis,2035,30-34,0.0
Hadjer-Lamis,2036,0-4,393458.0
Hadjer-Lamis,2036,5-9,308153.0
Hadjer-Lamis,2036,10-14,0.0
Hadjer-Lamis,2036,15-19,57754.0
Hadjer-Lamis,2036,20-24,57678.0
Hadjer-Lamis,2036,25-29,286628.0
Hadjer-Lamis,2036,30-34,14330.0
Hadjer-Lamis,2037,0-4,230723.0
Hadjer-Lamis,2037,5-9,326909.0
Hadjer-Lamis,2037,10-14,315817.0
Hadjer-Lamis,2037,15-19,241233.0
Hadjer-Lamis,2037,20-24,212105.0
Hadjer-Lamis,2037,25-29,145315.0
Hadjer-Lamis,2037,30-34,167381.0
Hadjer-Lamis,2038,0-4,149222.0
Hadjer-Lamis,2038,5-9,0.0
Hadjer-Lamis,2038,10-14,257799.0
Hadjer-Lamis,2038,15-19,0.0
Hadjer-Lamis,2038,20-24,59837.0
Hadjer-Lamis,2038,25-29,241371.0
Hadjer-Lamis,2038,30-34,288322.0
Hadjer-Lamis,2039,0-4,134579.0
Hadjer-Lamis,2039,5-9,92663.0
Hadjer-Lamis,2039,10-14,481877.0
Hadjer-Lamis,2039,15-19,264186.0
Hadjer-Lamis,2039,20-24,120215.0
Hadjer-Lamis,2039,25-29,197552.0
Hadjer-Lamis,2039,30-34,63735.0
Kanem,1990,0-4,431802.0
Kanem,1990,5-9,374858.0
Kanem,1990,10-14,30610.0
Kanem,1990,15-19,419562.0
Kanem,1990,20-24,88210.0
Kanem,1990,25-29,65659.0
Kanem,1990,30-34,184305.0
Kanem,1991,0-4,369514.0
Kanem,1991,5-9,150547.0
Kanem,1991,10-14,0.0
Kanem,1991,15-19,120272.0
Kanem,1991,20-24,255386.0
Kanem,1991,25-29,464796.0
Kanem,1991,30-34,254951.0
Kanem,1992,0-4,0.0
Kanem,1992,5-9,106104.0
Kanem,1992,10-14,230460.0
Kanem,1992,15-19,294561.0
Kanem,1992,20-24,242466.0
Kanem,1992,25-29,0.0
Kanem,1992,30-34,316575.0
Kanem,1993,0-4,156401.0
Kanem,1993,5-9,283738.0
Kanem,1993,10-14,301047.0
Kanem,1993,15-19,459976.0
Kanem,1993,20-24,166447.0
Kanem,1993,25-29,38359.0
Kanem,1993,30-34,125298.0
Kanem,1994,0-4,325598.0
Kanem,1994,5-9,409365.0
Kanem,1994,10-14,31720.0
Kanem,1994,15-19,190373.0
Kanem,1994,20-24,277890.0
Kanem,1994,25-29,289620.0
Kanem,1994,30-34,205992.0
Kanem,1995,0-4,36636.0
Kanem,1995,5-9,464622.0
Kanem,1995,10-14,0.0
Kanem,1995,15-19,236616.0
Kanem,1995,20-24,495275.0
Kanem,1995,25-29,0.0
Kanem,1995,30-34,0.0
Kanem,1996,0-4,478719.0
Kanem,1996,5-9,129878.0
Kanem,1996,10-14,17086.0
Kanem,1996,15-19,0.0
Kanem,1996,20-24,32589.0
Kanem,1996,25-29,258669.0
Kanem,1996,30-34,262608.0
Kanem,1997,0-4,305075.0
Kanem,1997,5-9,480387.0
Kanem,1997,10-14,235229.0
Kanem,1997,15-19,0.0
Kanem,1997,20-24,127097.0
Kanem,1997,25-29,299776.0
Kanem,1997,30-34,93267.0
Kanem,1998,0-4,72007.0
Kanem,1998,5-9,194148.0
Kanem,1998,10-14,304604.0
Kanem,1998,15-19,49966.0
Kanem,1998,20-24,353362.0
Kanem,1998,25-29,113328.0
Kanem,1998,30-34,420743.0
Kanem,1999,0-4,248970.0
Kanem,1999,5-9,130524.0
Kanem,1999,10-14,74663.0
Kanem,1999,15-19,0.0
Kanem,1999,20-24,0.0
Kanem,1999,25-29,262800.0
Kanem,1999,30-34,332433.0
Kanem,2000,0-4,483263.0
Kanem,2000,5-9,408850.0
Kanem,2000,10-14,0.0
Kanem,2000,15-19,368571.0
Kanem,2000,20-24,136457.0
Kanem,2000,25-29,228553.0
Kanem,2000,30-34,401514.0
Kanem,2001,0-4,308596.0
Kanem,2001,5-9,394523.0
Kanem,2001,10-14,371267.0
Kanem,2001,15-19,309962.0
Kanem,2001,20-24,435300.0
Kanem,2001,25-29,276363.0
Kanem,2001,30-34,31130.0
Kanem,2002,0-4,367159.0
Kanem,2002,5-9,375621.0
Kanem,2002,10-14,288480.0
Kanem,2002,15-19,127022.0
Kanem,2002,20-24,387848.0
Kanem,2002,25-29,372178.0
Kanem,2002,30-34,239104.0
Kanem,2003,0-4,155373.0
Kanem,2003,5-9,447917.0
Kanem,2003,10-14,22133.0
Kanem,2003,15-19,938990000.0
Kanem,2003,20-24,453657.0
Kanem,2003,25-29,418045.0
Kanem,2003,30-34,0.0
Kanem,2004,0-4,379164.0
Kanem,2004,5-9,113136.0
Kanem,2004,10-14,225647.0
Kanem,2004,15-19,474910.0
Kanem,2004,20-24,0.0
Kanem,2004,25-29,51710.0
Kanem,2004,30-34,410703.0
Kanem,2005,0-4,300509.0
Kanem,2005,5-9,46881.0
Kanem,2005,10-14,0.0
Kanem,2005,15-19,177584.0
Kanem,2005,20-24,421919.0
Kanem,2005,25-29,449582.0
Kanem,2005,30-34,19115.0
Kanem,2006,0-4,107411.0
Kanem,2006,5-9,499846.0
Kanem,2006,10-14,413937.0
Kanem,2006,15-19,231569.0
Kanem,2006,20-24,250142.0
Kanem,2006,25-29,479399.0
Kanem,2006,30-34,417078.0
Kanem,2007,0-4,785420000.0
Kanem,2007,5-9,418872.0
Kanem,2007,10-14,276322.0
Kanem,2007,15-19,385843.0
Kanem,2007,20-24,39008.0
Kanem,2007,25-29,40986.0
Kanem,2007,30-34,118331.0
Kanem,2008,0-4,485216.0
Kanem,2008,5-9,113925.0
Kanem,2008,10-14,397616.0
Kanem,2008,15-19,475591.0
Kanem,2008,20-24,494017.0
Kanem,2008,25-29,37760.0
Kanem,2008,30-34,437184.0
Kanem,2009,0-4,438937.0
Kanem,2009,5-9,49427.0
Kanem,2009,10-14,0.0
Kanem,2009,15-19,940395000.0
Kanem,2009,20-24,301246.0
Kanem,2009,25-29,453316.0
Kanem,2009,30-34,450936.0
Kanem,2010,0-4,102434.0
Kanem,2010,5-9,273198.0
Kanem,2010,10-14,307977.0
Kanem,2010,15-19,280364.0
Kanem,2010,20-24,377283.0
Kanem,2010,25-29,335265.0
Kanem,2010,30-34,76124.0
Kanem,2011,0-4,205407.0
Kanem,2011,5-9,368227.0
Kanem,2011,10-14,359471.0
Kanem,2011,15-19,78223.0
Kanem,2011,20-24,286227.0
Kanem,2011,25-29,2418835000.0
Kanem,2011,30-34,143396.0
Kanem,2012,0-4,167358.0
Kanem,2012,5-9,182603.0
Kanem,2012,10-14,152822.0
Kanem,2012,15-19,77902.0
Kanem,2012,20-24,288858.0
Kanem,2012,25-29,494271.0
Kanem,2012,30-34,450611.0
Kanem,2013,0-4,327366.0
Kanem,2013,5-9,72622.0
Kanem,2013,10-14,462696.0
Kanem,2013,15-19,0.0
Kanem,2013,20-24,152057.0
Kanem,2013,25-29,136064.0
Kanem,2013,30-34,314159.0
Kanem,2014,0-4,391337.0
Kanem,2014,5-9,20217.0
Kanem,2014,10-14,452787.0
Kanem,2014,15-19,427508.0
Kanem,2014,20-24,333983.0
Kanem,2014,25-29,1711395000.0
Kanem,2014,30-34,140029.0
Kanem,2015,0-4,398353.0
Kanem,2015,5-9,182579.0
Kanem,2015,10-14,449126.0
Kanem,2015,15-19,367159.0
Kanem,2015,20-24,312755.0
Kanem,2015,25-29,700265000.0
Kanem,2015,30-34,20892.0
Kanem,2016,0-4,298163.0
Kanem,2016,5-9,181570.0
Kanem,2016,10-14,288650.0
Kanem,2016,15-19,90966.0
Kanem,2016,20-24,164734.0
Kanem,2016,25-29,455441.0
Kanem,2016,30-34,176134.0
Kanem,2017,0-4,304733.0
Kanem,2017,5-9,158276.0
Kanem,2017,10-14,351019.0
Kanem,2017,15-19,439172.0
Kanem,2017,20-24,420243.0
Kanem,2017,25-29,434615.0
Kanem,2017,30-34,233910.0
Kanem,2018,0-4,231281.0
Kanem,2018,5-9,221327.0
Kanem,2018,10-14,324640.0
Kanem,2018,15-19,136472.0
Kanem,2018,20-24,260643.0
Kanem,2018,25-29,19908.0
Kanem,2018,30-34,358076.0
Kanem,2019,0-4,134760.0
Kanem,2019,5-9,190846.0
Kanem,2019,10-14,0.0
Kanem,2019,15-19,162289.0
Kanem,2019,20-24,356357.0
Kanem,2019,25-29,446078.0
Kanem,2019,30-34,288552.0
Kanem,2020,0-4,0.0
Kanem,2020,5-9,170340.0
Kanem,2020,10-14,64222.0
Kanem,2020,15-19,197125.0
Kanem,2020,20-24,224241.0
Kanem,2020,25-29,443861.0
Kanem,2020,30-34,227654.0
Kanem,2021,0-4,449510.0
Kanem,2021,5-9,385978.0
Kanem,2021,10-14,0.0
Kanem,2021,15-19,87902.0
Kanem,2021,20-24,124235.0
Kanem,2021,25-29,88850.0
Kanem,2021,30-34,91524.0
Kanem,2022,0-4,313007.0
Kanem,2022,5-9,0.0
Kanem,2022,10-14,485974.0
Kanem,2022,15-19,156920.0
Kanem,2022,20-24,460869.0
Kanem,2022,25-29,39930.0
Kanem,2022,30-34,406529.0
Kanem,2023,0-4,26453.0
Kanem,2023,5-9,52112.0
Kanem,2023,10-14,278471.0
Kanem,2023,15-19,90166.0
Kanem,2023,20-24,348496.0
Kanem,2023,25-29,434383.0
Kanem,2023,30-34,295553.0
Kanem,2024,0-4,304470.0
Kanem,2024,5-9,344001.0
Kanem,2024,10-14,0.0
Kanem,2024,15-19,222404.0
Kanem,2024,20-24,251773.0
Kanem,2024,25-29,121401.0
Kanem,2024,30-34,54911.0
Kanem,2025,0-4,106452.0
Kanem,2025,5-9,0.0
Kanem,2025,10-14,225326.0
Kanem,2025,15-19,186848.0
Kanem,2025,20-24,292873.0
Kanem,2025,25-29,166248.0
Kanem,2025,30-34,158914.0
Kanem,2026,0-4,108381.0
Kanem,2026,5-9,188589.0
Kanem,2026,10-14,490908.0
Kanem,2026,15-19,64222.0
Kanem,2026,20-24,0.0
Kanem,2026,25-29,438589.0
Kanem,2026,30-34,454488.0
Kanem,2027,0-4,324869.0
Kanem,2027,5-9,129162.0
Kanem,2027,10-14,0.0
Kanem,2027,15-19,93240.0
Kanem,2027,20-24,385419.0
Kanem,2027,25-29,134896.0
Kanem,2027,30-34,399308.0
Kanem,2028,0-4,250497.0
Kanem,2028,5-9,400658.0
Kanem,2028,10-14,467719.0
Kanem,2028,15-19,57097.0
Kanem,2028,20-24,144292.0
Kanem,2028,25-29,0.0
Kanem,2028,30-34,52457.0
Kanem,2029,0-4,442121.0
Kanem,2029,5-9,156052.0
Kanem,2029,10-14,403059.0
Kanem,2029,15-19,0.0
Kanem,2029,20-24,70632.0
Kanem,2029,25-29,125388.0
Kanem,2029,30-34,186197.0
Kanem,2030,0-4,423483.0
Kanem,2030,5-9,264739.0
Kanem,2030,10-14,383816.0
Kanem,2030,15-19,370349.0
Kanem,2030,20-24,321020.0
Kanem,2030,25-29,237114.0
Kanem,2030,30-34,140093.0
Kanem,2031,0-4,353716.0
Kanem,2031,5-9,492569.0
Kanem,2031,10-14,31051.0
Kanem,2031,15-19,112621.0
Kanem,2031,20-24,418717.0
Kanem,2031,25-29,174023.0
Kanem,2031,30-34,259401.0
Kanem,2032,0-4,498601.0
Kanem,2032,5-9,398863.0
Kanem,2032,10-14,94648.0
Kanem,2032,15-19,38414.0
Kanem,2032,20-24,0.0
Kanem,2032,25-29,429036.0
Kanem,2032,30-34,473278.0
Kanem,2033,0-4,360657.0
Kanem,2033,5-9,436321.0
Kanem,2033,10-14,0.0
Kanem,2033,15-19,490429.0
Kanem,2033,20-24,141436.0
Kanem,2033,25-29,235270.0
Kanem,2033,30-34,315995.0
Kanem,2034,0-4,257434.0
Kanem,2034,5-9,86137.0
Kanem,2034,10-14,154237.0
Kanem,2034,15-19,177727.0
Kanem,2034,20-24,164841.0
Kanem,2034,25-29,78069.0
Kanem,2034,30-34,266891.0
Kanem,2035,0-4,452593.0
Kanem,2035,5-9,473196.0
Kanem,2035,10-14,432292.0
Kanem,2035,15-19,30069.0
Kanem,2035,20-24,245616.0
Kanem,2035,25-29,282322.0
Kanem,2035,30-34,473685.0
Kanem,2036,0-4,402853.0
Kanem,2036,5-9,382704.0
Kanem,2036,10-14,33634.0
Kanem,2036,15-19,78223.0
Kanem,2036,20-24,484372.0
Kanem,2036,25-29,18673.0
Kanem,2036,30-34,10501.0
Kanem,2037,0-4,195928.0
Kanem,2037,5-9,50113.0
Kanem,2037,10-14,344038.0
Kanem,2037,15-19,206463.0
Kanem,2037,20-24,120361.0
Kanem,2037,25-29,468827.0
Kanem,2037,30-34,275428.0
Kanem,2038,0-4,353586.0
Kanem,2038,5-9,163053.0
Kanem,2038,10-14,153852.0
Kanem,2038,15-19,259804.0
Kanem,2038,20-24,162043.0
Kanem,2038,25-29,402646.0
Kanem,2038,30-34,307890.0
Kanem,2039,0-4,0.0
Kanem,2039,5-9,362401.0
Kanem,2039,10-14,345168.0
Kanem,2039,15-19,322957.0
Kanem,2039,20-24,2396305000.0
Kanem,2039,25-29,363846.0
Kanem,2039,30-34,128357.0
Lac,1990,0-4,284498.0
Lac,1990,5-9,370755.0
Lac,1990,10-14,392845.0
Lac,1990,15-19,20590.0
Lac,1990,20-24,331493.0
Lac,1990,25-29,169142.0
Lac,1990,30-34,129393.0
Lac,1991,0-4,277635.0
Lac,1991,5-9,406505.0
Lac,1991,10-14,319446.0
Lac,1991,15-19,390144.0
Lac,1991,20-24,493651.0
Lac,1991,25-29,17762.0
Lac,1991,30-34,137856.0
Lac,1992,0-4,490130.0
Lac,1992,5-9,38691.0
Lac,1992,10-14,362767.0
Lac,1992,15-19,362944.0
Lac,1992,20-24,324692.0
Lac,1992,25-29,0.0
Lac,1992,30-34,437519.0
Lac,1993,0-4,97752.0
Lac,1993,5-9,62138.0
Lac,1993,10-14,381844.0
Lac,1993,15-19,322832.0
Lac,1993,20-24,310630.0
Lac,1993,25-29,429137.0
Lac,1993,30-34,125358.0
Lac,1994,0-4,24973.0
Lac,1994,5-9,0.0
Lac,1994,10-14,401675.0
Lac,1994,15-19,447473.0
Lac,1994,20-24,259430.0
Lac,1994,25-29,488315000.0
Lac,1994,30-34,466028.0
Lac,1995,0-4,154834.0
Lac,1995,5-9,0.0
Lac,1995,10-14,109673.0
Lac,1995,15-19,117159.0
Lac,1995,20-24,178188.0
Lac,1995,25-29,464946.0
Lac,1995,30-34,293057.0
Lac,1996,0-4,476956.0
Lac,1996,5-9,491084.0
Lac,1996,10-14,0.0
Lac,1996,15-19,468325.0
Lac,1996,20-24,453120.0
Lac,1996,25-29,332706.0
Lac,1996,30-34,189725.0
Lac,1997,0-4,351442.0
Lac,1997,5-9,424269.0
Lac,1997,10-14,165109.0
Lac,1997,15-19,23475.0
Lac,1997,20-24,341600.0
Lac,1997,25-29,477596.0
Lac,1997,30-34,207960.0
Lac,1998,0-4,490424.0
Lac,1998,5-9,21603.0
Lac,1998,10-14,279052.0
Lac,1998,15-19,67085.0
Lac,1998,20-24,61361.0
Lac,1998,25-29,89707.0
Lac,1998,30-34,23764.0
Lac,1999,0-4,290230.0
Lac,1999,5-9,360674.0
Lac,1999,10-14,459131.0
Lac,1999,15-19,0.0
Lac,1999,20-24,366157.0
Lac,1999,25-29,323546.0
Lac,1999,30-34,2202415000.0
Lac,2000,0-4,409483.0
Lac,2000,5-9,464239.0
