Region,Year,Contraception_Rate,Maternal_Mortality,ISF,e0,TMI,HIV_prev
Kanem,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Kanem,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Kanem,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Kanem,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Kanem,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Kanem,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Kanem,2050,15.5,450.0,4.5,65.0,49.5,1.5
Lac,2009,15.5,450.0,6.5,50.0,70.0,1.5
Lac,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Lac,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Lac,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Lac,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Lac,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Lac,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Lac,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Lac,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Lac,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Lac,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Lac,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Lac,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Lac,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Lac,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Lac,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Lac,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Lac,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Lac,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Lac,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Lac,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Lac,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Lac,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Lac,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Lac,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Lac,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Lac,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Lac,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Lac,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Lac,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Lac,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Lac,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Lac,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Lac,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Lac,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Lac,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Lac,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Lac,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Lac,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Lac,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Lac,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Lac,2050,15.5,450.0,4.5,65.0,49.5,1.5
Logone Occidental,2009,15.5,450.0,6.5,50.0,70.0,1.5
Logone Occidental,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Logone Occidental,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Logone Occidental,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Logone Occidental,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Logone Occidental,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Logone Occidental,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Logone Occidental,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Logone Occidental,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Logone Occidental,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Logone Occidental,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Logone Occidental,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Logone Occidental,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Logone Occidental,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Logone Occidental,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Logone Occidental,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Logone Occidental,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Logone Occidental,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Logone Occidental,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Logone Occidental,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Logone Occidental,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Logone Occidental,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Logone Occidental,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Logone Occidental,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Logone Occidental,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Logone Occidental,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Logone Occidental,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Logone Occidental,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Logone Occidental,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Logone Occidental,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Logone Occidental,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Logone Occidental,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Logone Occidental,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Logone Occidental,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Logone Occidental,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Logone Occidental,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Logone Occidental,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Logone Occidental,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Logone Occidental,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Logone Occidental,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Logone Occidental,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Logone Occidental,2050,15.5,450.0,4.5,65.0,49.5,1.5
Logone Oriental,2009,15.5,450.0,6.5,50.0,70.0,1.5
Logone Oriental,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Logone Oriental,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Logone Oriental,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Logone Oriental,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Logone Oriental,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Logone Oriental,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Logone Oriental,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Logone Oriental,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Logone Oriental,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Logone Oriental,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Logone Oriental,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Logone Oriental,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Logone Oriental,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Logone Oriental,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Logone Oriental,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Logone Oriental,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Logone Oriental,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Logone Oriental,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Logone Oriental,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Logone Oriental,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Logone Oriental,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Logone Oriental,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Logone Oriental,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Logone Oriental,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Logone Oriental,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Logone Oriental,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Logone Oriental,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Logone Oriental,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Logone Oriental,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Logone Oriental,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Logone Oriental,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Logone Oriental,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Logone Oriental,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Logone Oriental,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Logone Oriental,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Logone Oriental,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Logone Oriental,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Logone Oriental,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Logone Oriental,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Logone Oriental,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Logone Oriental,2050,15.5,450.0,4.5,65.0,49.5,1.5
Mandoul,2009,15.5,450.0,6.5,50.0,70.0,1.5
Mandoul,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Mandoul,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Mandoul,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Mandoul,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Mandoul,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Mandoul,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Mandoul,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Mandoul,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Mandoul,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Mandoul,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Mandoul,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Mandoul,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Mandoul,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Mandoul,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Mandoul,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Mandoul,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Mandoul,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Mandoul,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Mandoul,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Mandoul,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Mandoul,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Mandoul,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Mandoul,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Mandoul,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Mandoul,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Mandoul,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Mandoul,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Mandoul,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Mandoul,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Mandoul,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Mandoul,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Mandoul,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Mandoul,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Mandoul,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Mandoul,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Mandoul,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Mandoul,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Mandoul,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Mandoul,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Mandoul,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Mandoul,2050,15.5,450.0,4.5,65.0,49.5,1.5
Mayo-Kebbi Est,2009,15.5,450.0,6.5,50.0,70.0,1.5
Mayo-Kebbi Est,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Mayo-Kebbi Est,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Mayo-Kebbi Est,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Mayo-Kebbi Est,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Mayo-Kebbi Est,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Mayo-Kebbi Est,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Mayo-Kebbi Est,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Mayo-Kebbi Est,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Mayo-Kebbi Est,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Mayo-Kebbi Est,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Mayo-Kebbi Est,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Mayo-Kebbi Est,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Mayo-Kebbi Est,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Mayo-Kebbi Est,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Mayo-Kebbi Est,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Mayo-Kebbi Est,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Mayo-Kebbi Est,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Mayo-Kebbi Est,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Mayo-Kebbi Est,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Mayo-Kebbi Est,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Mayo-Kebbi Est,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Mayo-Kebbi Est,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Mayo-Kebbi Est,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Mayo-Kebbi Est,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Mayo-Kebbi Est,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Mayo-Kebbi Est,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Mayo-Kebbi Est,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Mayo-Kebbi Est,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Mayo-Kebbi Est,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Mayo-Kebbi Est,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Mayo-Kebbi Est,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Mayo-Kebbi Est,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Mayo-Kebbi Est,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Mayo-Kebbi Est,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Mayo-Kebbi Est,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Mayo-Kebbi Est,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Mayo-Kebbi Est,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Mayo-Kebbi Est,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Mayo-Kebbi Est,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Mayo-Kebbi Est,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Mayo-Kebbi Est,2050,15.5,450.0,4.5,65.0,49.5,1.5
Mayo-Kebbi Ouest,2009,15.5,450.0,6.5,50.0,70.0,1.5
Mayo-Kebbi Ouest,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Mayo-Kebbi Ouest,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Mayo-Kebbi Ouest,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Mayo-Kebbi Ouest,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Mayo-Kebbi Ouest,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Mayo-Kebbi Ouest,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Mayo-Kebbi Ouest,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Mayo-Kebbi Ouest,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Mayo-Kebbi Ouest,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Mayo-Kebbi Ouest,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Mayo-Kebbi Ouest,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Mayo-Kebbi Ouest,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Mayo-Kebbi Ouest,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Mayo-Kebbi Ouest,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Mayo-Kebbi Ouest,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Mayo-Kebbi Ouest,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Mayo-Kebbi Ouest,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Mayo-Kebbi Ouest,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Mayo-Kebbi Ouest,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Mayo-Kebbi Ouest,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Mayo-Kebbi Ouest,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Mayo-Kebbi Ouest,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Mayo-Kebbi Ouest,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Mayo-Kebbi Ouest,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Mayo-Kebbi Ouest,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Mayo-Kebbi Ouest,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Mayo-Kebbi Ouest,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Mayo-Kebbi Ouest,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Mayo-Kebbi Ouest,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Mayo-Kebbi Ouest,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Mayo-Kebbi Ouest,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Mayo-Kebbi Ouest,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Mayo-Kebbi Ouest,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Mayo-Kebbi Ouest,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Mayo-Kebbi Ouest,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Mayo-Kebbi Ouest,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Mayo-Kebbi Ouest,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Mayo-Kebbi Ouest,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Mayo-Kebbi Ouest,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Mayo-Kebbi Ouest,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Mayo-Kebbi Ouest,2050,15.5,450.0,4.5,65.0,49.5,1.5
Moyen-Chari,2009,15.5,450.0,6.5,50.0,70.0,1.5
Moyen-Chari,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Moyen-Chari,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Moyen-Chari,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Moyen-Chari,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Moyen-Chari,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Moyen-Chari,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Moyen-Chari,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Moyen-Chari,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Moyen-Chari,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Moyen-Chari,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Moyen-Chari,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Moyen-Chari,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Moyen-Chari,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Moyen-Chari,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Moyen-Chari,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Moyen-Chari,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Moyen-Chari,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Moyen-Chari,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
Moyen-Chari,2028,15.5,450.0,5.573170731707317,56.95121951219512,60.5,1.5
Moyen-Chari,2029,15.5,450.0,5.524390243902439,57.3170731707317,60.0,1.5
Moyen-Chari,2030,15.5,450.0,5.475609756097561,57.68292682926829,59.5,1.5
Moyen-Chari,2031,15.5,450.0,5.426829268292683,58.04878048780488,59.0,1.5
Moyen-Chari,2032,15.5,450.0,5.378048780487805,58.41463414634146,58.5,1.5
Moyen-Chari,2033,15.5,450.0,5.329268292682927,58.78048780487805,58.0,1.5
Moyen-Chari,2034,15.5,450.0,5.280487804878049,59.14634146341464,57.5,1.5
Moyen-Chari,2035,15.5,450.0,5.2317073170731705,59.51219512195122,57.0,1.5
Moyen-Chari,2036,15.5,450.0,5.182926829268292,59.8780487804878,56.5,1.5
Moyen-Chari,2037,15.5,450.0,5.134146341463414,60.24390243902439,56.0,1.5
Moyen-Chari,2038,15.5,450.0,5.085365853658536,60.609756097560975,55.5,1.5
Moyen-Chari,2039,15.5,450.0,5.036585365853659,60.97560975609756,55.0,1.5
Moyen-Chari,2040,15.5,450.0,4.987804878048781,61.34146341463415,54.5,1.5
Moyen-Chari,2041,15.5,450.0,4.939024390243903,61.70731707317073,54.0,1.5
Moyen-Chari,2042,15.5,450.0,4.890243902439025,62.073170731707314,53.5,1.5
Moyen-Chari,2043,15.5,450.0,4.841463414634147,62.4390243902439,53.0,1.5
Moyen-Chari,2044,15.5,450.0,4.7926829268292686,62.80487804878049,52.5,1.5
Moyen-Chari,2045,15.5,450.0,4.743902439024391,63.170731707317074,52.0,1.5
Moyen-Chari,2046,15.5,450.0,4.695121951219512,63.53658536585366,51.5,1.5
Moyen-Chari,2047,15.5,450.0,4.646341463414634,63.90243902439025,51.0,1.5
Moyen-Chari,2048,15.5,450.0,4.597560975609756,64.26829268292683,50.5,1.5
Moyen-Chari,2049,15.5,450.0,4.548780487804878,64.6341463414634,50.0,1.5
Moyen-Chari,2050,15.5,450.0,4.5,65.0,49.5,1.5
Ouaddaï,2009,15.5,450.0,6.5,50.0,70.0,1.5
Ouaddaï,2010,15.5,450.0,6.451219512195122,50.36585365853659,69.5,1.5
Ouaddaï,2011,15.5,450.0,6.402439024390244,50.73170731707317,69.0,1.5
Ouaddaï,2012,15.5,450.0,6.353658536585366,51.09756097560975,68.5,1.5
Ouaddaï,2013,15.5,450.0,6.304878048780488,51.46341463414634,68.0,1.5
Ouaddaï,2014,15.5,450.0,6.2560975609756095,51.829268292682926,67.5,1.5
Ouaddaï,2015,15.5,450.0,6.2073170731707314,52.19512195121951,67.0,1.5
Ouaddaï,2016,15.5,450.0,6.158536585365853,52.5609756097561,66.5,1.5
Ouaddaï,2017,15.5,450.0,6.109756097560975,52.926829268292686,66.0,1.5
Ouaddaï,2018,15.5,450.0,6.060975609756097,53.29268292682927,65.5,1.5
Ouaddaï,2019,15.5,450.0,6.012195121951219,53.65853658536585,65.0,1.5
Ouaddaï,2020,15.5,450.0,5.963414634146341,54.02439024390244,64.5,1.5
Ouaddaï,2021,15.5,450.0,5.914634146341463,54.39024390243903,64.0,1.5
Ouaddaï,2022,15.5,450.0,5.865853658536586,54.75609756097561,63.5,1.5
Ouaddaï,2023,15.5,450.0,5.817073170731708,55.1219512195122,63.0,1.5
Ouaddaï,2024,15.5,450.0,5.7682926829268295,55.48780487804878,62.5,1.5
Ouaddaï,2025,15.5,450.0,5.719512195121951,55.85365853658536,62.0,1.5
Ouaddaï,2026,15.5,450.0,5.670731707317073,56.21951219512195,61.5,1.5
Ouaddaï,2027,15.5,450.0,5.621951219512195,56.58536585365854,61.0,1.5
